CustomerID,SurveyYear,SurveyQuarter,SurveyDate,ResponseDate,RecommendationRate,CompanyRate,UserFrequency,QualityRate,PanelUsabilityRate,ReportCapability,SurveyID,SentimentScore,SentimentCategory,SentimentBucket
CRM-1473700,2022,3,2022-07-01,2022-09-23,7.0,4.0,Once a Day,4.0,4.0,I don't use it often,989,0.0,Neutral,0 to 0.49
CRM-1473700,2022,1,2022-01-01,2022-03-01,9.0,4.0,Once a Week,4.0,4.0,I don't use it often,990,0.0,Neutral,0 to 0.49
CRM-1473700,2022,1,2022-01-01,2022-03-21,9.0,4.0,Once a Week,4.0,4.0,I don't use it often,991,0.0,Neutral,0 to 0.49
CRM-1473700,2022,2,2022-04-01,2022-06-27,5.0,3.0,Once a Day,3.0,3.0,I don't use it often,992,0.0,Neutral,0 to 0.49
CRM-1473700,2022,3,2022-07-01,2022-09-22,8.0,4.0,Once a Day,4.0,4.0,I don't use it often,993,0.0,Neutral,0 to 0.49
CRM-1473700,2022,2,2022-04-01,2022-06-08,8.0,4.0,Once a Week,4.0,4.0,I am able to report everything easily,994,0.34,Mixed positive,0 to 0.49
CRM-1473700,2022,3,2022-07-01,2022-07-14,3.0,2.0,Once a Week,4.0,3.0,I don't use it often,995,0.0,Neutral,0 to 0.49
CRM-166700,2022,3,2022-07-01,2022-09-06,9.0,3.0,Once a Day,3.0,4.0,"I can pull all the numbers, but don't understand them",996,0.0,Neutral,0 to 0.49
CRM-166700,2022,1,2022-01-01,2022-03-31,9.0,5.0,Once a Week,5.0,4.0,I tried but could not find everything I need,997,0.0,Neutral,0 to 0.49
CRM-1455650,2022,1,2022-01-01,2022-03-01,5.0,3.0,Once a Week,3.0,3.0,I tried but could not find everything I need,998,0.0,Neutral,0 to 0.49
CRM-1455650,2022,1,2022-01-01,2022-03-21,5.0,3.0,Once a Week,3.0,3.0,I tried but could not find everything I need,999,0.0,Neutral,0 to 0.49
CRM-1450750,2022,1,2022-01-01,2022-03-01,8.0,5.0,Once a Day,5.0,4.0,I need someone from Insider team to provide me the report from the panel,1000,0.0,Neutral,0 to 0.49
CRM-1450750,2022,1,2022-01-01,2022-03-21,8.0,5.0,Once a Day,5.0,4.0,I need someone from Insider team to provide me the report from the panel,1001,0.0,Neutral,0 to 0.49
CRM-1450750,2022,2,2022-04-01,2022-06-28,9.0,5.0,Once a Day,5.0,4.0,I tried but could not find everything I need,1002,0.0,Neutral,0 to 0.49
CRM-1450750,2022,1,2022-01-01,2022-03-01,7.0,3.0,Once a Week,4.0,4.0,I tried but could not find everything I need,1003,0.0,Neutral,0 to 0.49
CRM-1450750,2022,1,2022-01-01,2022-03-21,7.0,3.0,Once a Week,4.0,4.0,I tried but could not find everything I need,1004,0.0,Neutral,0 to 0.49
CRM-1450750,2022,2,2022-04-01,2022-06-23,8.0,4.0,Once a Week,4.0,4.0,I don't use it often,1005,0.0,Neutral,0 to 0.49
CRM-1450750,2022,2,2022-04-01,2022-06-28,10.0,5.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1006,0.0,Neutral,0 to 0.49
CRM-1511350,2022,3,2022-07-01,2022-08-05,10.0,4.0,Once a Day,4.0,4.0,I don't use it often,1007,0.0,Neutral,0 to 0.49
CRM-1511350,2022,3,2022-07-01,2022-08-08,6.0,4.0,Once a Day,4.0,3.0,"I can pull all the numbers, but don't understand them",1008,0.0,Neutral,0 to 0.49
CRM-1068750,2022,1,2022-01-01,2022-03-30,10.0,5.0,Once a Week,5.0,3.0,"I can pull all the numbers, but don't understand them",1009,0.0,Neutral,0 to 0.49
CRM-1472650,2022,3,2022-07-01,2022-09-28,8.0,5.0,Once a Week,5.0,5.0,I don't use it often,1010,0.0,Neutral,0 to 0.49
CRM-1205200,2022,1,2022-01-01,2022-03-01,8.0,4.0,Once a Week,4.0,4.0,I don't use it often,1011,0.0,Neutral,0 to 0.49
CRM-1205200,2022,1,2022-01-01,2022-03-21,8.0,4.0,Once a Week,4.0,4.0,I don't use it often,1012,0.0,Neutral,0 to 0.49
CRM-1205200,2022,3,2022-07-01,2022-09-29,8.0,4.0,Once a Month,4.0,3.0,I tried but could not find everything I need,1013,0.0,Neutral,0 to 0.49
CRM-1205200,2022,2,2022-04-01,2022-06-21,8.0,4.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1014,0.0,Neutral,0 to 0.49
CRM-1205200,2022,3,2022-07-01,2022-09-29,8.0,4.0,Once a Month,4.0,4.0,"I can pull all the numbers, but don't understand them",1015,0.0,Neutral,0 to 0.49
CRM-1438700,2022,1,2022-01-01,2022-02-01,10.0,5.0,Once a Day,4.0,5.0,I tried but could not find everything I need,1016,0.0,Neutral,0 to 0.49
CRM-1438700,2022,1,2022-01-01,2022-03-21,10.0,5.0,Once a Day,4.0,5.0,I tried but could not find everything I need,1017,0.0,Neutral,0 to 0.49
CRM-1438700,2022,1,2022-01-01,2022-03-01,8.0,4.0,Once a Week,4.0,4.0,I tried but could not find everything I need,1018,0.0,Neutral,0 to 0.49
CRM-1438700,2022,1,2022-01-01,2022-03-21,8.0,4.0,Once a Week,4.0,4.0,I tried but could not find everything I need,1019,0.0,Neutral,0 to 0.49
CRM-1438700,2022,3,2022-07-01,2022-07-05,6.0,3.0,Once a Week,3.0,4.0,I am able to report everything easily,1020,0.34,Mixed positive,0 to 0.49
CRM-1438700,2022,3,2022-07-01,2022-09-05,6.0,4.0,Once a Week,3.0,4.0,I am able to report everything easily,1021,0.34,Mixed positive,0 to 0.49
CRM-1438700,2022,1,2022-01-01,2022-03-01,10.0,5.0,Once a Day,5.0,0.0,I am able to report everything easily,1022,0.34,Mixed positive,0 to 0.49
CRM-1438700,2022,1,2022-01-01,2022-03-21,10.0,5.0,Once a Day,5.0,0.0,I am able to report everything easily,1023,0.34,Mixed positive,0 to 0.49
CRM-1438700,2022,2,2022-04-01,2022-05-11,7.0,4.0,Once a Week,4.0,4.0,I tried but could not find everything I need,1024,0.0,Neutral,0 to 0.49
CRM-1438700,2022,3,2022-07-01,2022-08-16,8.0,4.0,Once a Week,4.0,3.0,"I can pull all the numbers, but don't understand them",1025,0.0,Neutral,0 to 0.49
CRM-1440250,2022,2,2022-04-01,2022-05-09,10.0,5.0,Once a Day,4.0,5.0,"I can pull all the numbers, but don't understand them",1026,0.0,Neutral,0 to 0.49
CRM-1440250,2022,3,2022-07-01,2022-07-26,8.0,4.0,Once a Day,4.0,5.0,I am able to report everything easily,1027,0.34,Mixed positive,0 to 0.49
CRM-160150,2022,1,2022-01-01,2022-02-01,4.0,3.0,Once a Day,3.0,3.0,"I can pull all the numbers, but don't understand them",1028,0.0,Neutral,0 to 0.49
CRM-160150,2022,1,2022-01-01,2022-02-01,6.0,4.0,Once a Day,4.0,5.0,"I can pull all the numbers, but don't understand them",1029,0.0,Neutral,0 to 0.49
CRM-160150,2022,2,2022-04-01,2022-04-16,5.0,3.0,Once a Day,4.0,3.0,I need someone from Insider team to provide me the report from the panel,1030,0.0,Neutral,0 to 0.49
CRM-160150,2022,2,2022-04-01,2022-06-29,8.0,4.0,Once a Day,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1031,0.0,Neutral,0 to 0.49
CRM-160150,2022,3,2022-07-01,2022-09-05,8.0,4.0,Once a Day,4.0,4.0,"I can pull all the numbers, but don't understand them",1032,0.0,Neutral,0 to 0.49
CRM-1480300,2022,2,2022-04-01,2022-06-30,7.0,4.0,Once a Week,4.0,4.0,I am able to report everything easily,1033,0.34,Mixed positive,0 to 0.49
CRM-1500650,2022,2,2022-04-01,2022-06-17,7.0,4.0,Once a Month,4.0,5.0,I don't use it often,1034,0.0,Neutral,0 to 0.49
CRM-1500650,2022,3,2022-07-01,2022-09-29,10.0,5.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1035,0.0,Neutral,0 to 0.49
CRM-1500650,2022,2,2022-04-01,2022-06-17,10.0,5.0,Once a Week,5.0,5.0,I tried but could not find everything I need,1036,0.0,Neutral,0 to 0.49
CRM-1500650,2022,2,2022-04-01,2022-04-01,9.0,5.0,Once a Day,5.0,4.0,I tried but could not find everything I need,1037,0.0,Neutral,0 to 0.49
CRM-1500650,2022,3,2022-07-01,2022-09-27,9.0,5.0,Once a Day,5.0,5.0,I tried but could not find everything I need,1038,0.0,Neutral,0 to 0.49
CRM-1030300,2022,1,2022-01-01,2022-03-01,10.0,3.0,Once a Day,3.0,5.0,I am able to report everything easily,1039,0.34,Mixed positive,0 to 0.49
CRM-1030300,2022,1,2022-01-01,2022-03-21,10.0,3.0,Once a Day,3.0,5.0,I am able to report everything easily,1040,0.34,Mixed positive,0 to 0.49
CRM-1030300,2022,3,2022-07-01,2022-08-29,10.0,3.0,Once a Week,4.0,5.0,"I can pull all the numbers, but don't understand them",1041,0.0,Neutral,0 to 0.49
CRM-1030300,2022,1,2022-01-01,2022-03-18,8.0,4.0,Once a Month,4.0,0.0,I don't use it often,1042,0.0,Neutral,0 to 0.49
CRM-1030300,2022,1,2022-01-01,2022-03-21,8.0,4.0,Once a Month,4.0,0.0,I don't use it often,1043,0.0,Neutral,0 to 0.49
CRM-1030300,2022,3,2022-07-01,2022-08-29,8.0,5.0,Once a Week,4.0,5.0,I don't use it often,1044,0.0,Neutral,0 to 0.49
CRM-1025800,2022,1,2022-01-01,2022-03-21,8.0,4.0,Once a Week,4.0,4.0,I am able to report everything easily,1045,0.34,Mixed positive,0 to 0.49
CRM-1025800,2022,3,2022-07-01,2022-09-27,7.0,4.0,Once a Week,4.0,4.0,I am able to report everything easily,1046,0.34,Mixed positive,0 to 0.49
CRM-711000,2022,3,2022-07-01,2022-09-22,7.0,4.0,Once a Day,4.0,5.0,I need someone from Insider team to provide me the report from the panel,1047,0.0,Neutral,0 to 0.49
CRM-1489750,2022,3,2022-07-01,2022-09-05,0.0,1.0,Once a Month,1.0,2.0,I tried but could not find everything I need,1048,0.0,Neutral,0 to 0.49
CRM-1489750,2022,1,2022-01-01,2022-03-01,10.0,4.0,Once a Week,4.0,3.0,I don't use it often,1049,0.0,Neutral,0 to 0.49
CRM-1489750,2022,1,2022-01-01,2022-02-01,10.0,5.0,Once a Week,5.0,0.0,I am able to report everything easily,1050,0.34,Mixed positive,0 to 0.49
CRM-1489750,2022,3,2022-07-01,2022-09-05,10.0,4.0,Once a Day,5.0,4.0,"I can pull all the numbers, but don't understand them",1051,0.0,Neutral,0 to 0.49
CRM-1489750,2022,2,2022-04-01,2022-06-06,9.0,4.0,Once a Day,4.0,3.0,I tried but could not find everything I need,1052,0.0,Neutral,0 to 0.49
CRM-1262600,2022,1,2022-01-01,2022-03-01,8.0,5.0,Once a Week,5.0,0.0,I tried but could not find everything I need,1053,0.0,Neutral,0 to 0.49
CRM-1262600,2022,2,2022-04-01,2022-05-22,9.0,5.0,Once a Week,4.0,3.0,I am able to report everything easily,1054,0.34,Mixed positive,0 to 0.49
CRM-1262600,2022,3,2022-07-01,2022-08-23,9.0,5.0,Once a Month,5.0,3.0,I am able to report everything easily,1055,0.34,Mixed positive,0 to 0.49
CRM-1262600,2022,3,2022-07-01,2022-08-23,10.0,5.0,Once a Month,5.0,4.0,I don't use it often,1056,0.0,Neutral,0 to 0.49
CRM-1262600,2022,3,2022-07-01,2022-09-21,10.0,5.0,Once a Month,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1057,0.0,Neutral,0 to 0.49
CRM-157750,2022,1,2022-01-01,2022-03-01,8.0,5.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1058,0.0,Neutral,0 to 0.49
CRM-1452700,2022,1,2022-01-01,2022-03-28,8.0,4.0,Once a Day,4.0,4.0,I tried but could not find everything I need,1059,0.0,Neutral,0 to 0.49
CRM-189700,2022,1,2022-01-01,2022-03-01,10.0,5.0,Once a Month,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1060,0.0,Neutral,0 to 0.49
CRM-189700,2022,2,2022-04-01,2022-05-09,10.0,5.0,Once a Month,3.0,4.0,I need someone from Insider team to provide me the report from the panel,1061,0.0,Neutral,0 to 0.49
CRM-189700,2022,3,2022-07-01,2022-09-21,10.0,5.0,Once a Month,5.0,5.0,I don't use it often,1062,0.0,Neutral,0 to 0.49
CRM-156650,2022,1,2022-01-01,2022-03-30,9.0,5.0,Once a Week,5.0,4.0,I tried but could not find everything I need,1063,0.0,Neutral,0 to 0.49
CRM-156650,2022,2,2022-04-01,2022-06-30,7.0,4.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1064,0.0,Neutral,0 to 0.49
CRM-156650,2022,3,2022-07-01,2022-09-14,10.0,5.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1065,0.0,Neutral,0 to 0.49
CRM-156650,2022,2,2022-04-01,2022-06-28,9.0,5.0,Once a Week,5.0,4.0,I don't use it often,1066,0.0,Neutral,0 to 0.49
CRM-156650,2022,3,2022-07-01,2022-09-14,7.0,3.0,Once a Week,3.0,4.0,I tried but could not find everything I need,1067,0.0,Neutral,0 to 0.49
CRM-156650,2022,2,2022-04-01,2022-06-28,8.0,5.0,Once a Day,4.0,4.0,I tried but could not find everything I need,1068,0.0,Neutral,0 to 0.49
CRM-156650,2022,3,2022-07-01,2022-09-14,7.0,3.0,Once a Month,4.0,4.0,I am able to report everything easily,1069,0.34,Mixed positive,0 to 0.49
CRM-812200,2022,1,2022-01-01,2022-02-01,8.0,4.0,Once a Week,4.0,0.0,I am able to report everything easily,1070,0.34,Mixed positive,0 to 0.49
CRM-812200,2022,2,2022-04-01,2022-05-25,7.0,3.0,Once a Week,3.0,3.0,I don't use it often,1071,0.0,Neutral,0 to 0.49
CRM-1503300,2022,1,2022-01-01,2022-03-30,8.0,4.0,Once a Week,4.0,3.0,"I can pull all the numbers, but don't understand them",1072,0.0,Neutral,0 to 0.49
CRM-1503300,2022,1,2022-01-01,2022-02-01,10.0,4.0,Once a Day,4.0,4.0,I tried but could not find everything I need,1073,0.0,Neutral,0 to 0.49
CRM-1478050,2022,3,2022-07-01,2022-09-28,8.0,4.0,Once a Month,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1074,0.0,Neutral,0 to 0.49
CRM-1478050,2022,1,2022-01-01,2022-03-31,7.0,4.0,Once a Day,4.0,3.0,I need someone from Insider team to provide me the report from the panel,1075,0.0,Neutral,0 to 0.49
CRM-1478050,2022,1,2022-01-01,2022-03-31,10.0,5.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1076,0.0,Neutral,0 to 0.49
CRM-1478050,2022,2,2022-04-01,2022-06-28,9.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,1077,0.34,Mixed positive,0 to 0.49
CRM-1457050,2022,1,2022-01-01,2022-03-21,8.0,4.0,Once a Day,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1078,0.0,Neutral,0 to 0.49
CRM-1466200,2022,3,2022-07-01,2022-09-07,8.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,1079,0.34,Mixed positive,0 to 0.49
CRM-1466200,2022,1,2022-01-01,2022-03-01,7.0,4.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1080,0.0,Neutral,0 to 0.49
CRM-1466200,2022,1,2022-01-01,2022-03-21,7.0,4.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1081,0.0,Neutral,0 to 0.49
CRM-1466200,2022,3,2022-07-01,2022-09-05,9.0,5.0,Once a Day,4.0,4.0,I am able to report everything easily,1082,0.34,Mixed positive,0 to 0.49
CRM-1006000,2022,1,2022-01-01,2022-03-01,10.0,5.0,Once a Week,5.0,0.0,"I can pull all the numbers, but don't understand them",1083,0.0,Neutral,0 to 0.49
CRM-1068750,2022,2,2022-04-01,2022-06-02,8.0,5.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1084,0.0,Neutral,0 to 0.49
CRM-244800,2022,1,2022-01-01,2022-02-01,5.0,2.0,Once a Day,4.0,4.0,"I can pull all the numbers, but don't understand them",1085,0.0,Neutral,0 to 0.49
CRM-244800,2022,1,2022-01-01,2022-02-01,10.0,5.0,Once a Week,5.0,5.0,"I can pull all the numbers, but don't understand them",1086,0.0,Neutral,0 to 0.49
CRM-244800,2022,2,2022-04-01,2022-04-22,8.0,4.0,Once a Day,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1087,0.0,Neutral,0 to 0.49
CRM-1469800,2022,1,2022-01-01,2022-03-01,9.0,5.0,Once a Day,4.0,4.0,I am able to report everything easily,1088,0.34,Mixed positive,0 to 0.49
CRM-1469800,2022,3,2022-07-01,2022-08-24,9.0,5.0,Once a Week,4.0,4.0,I am able to report everything easily,1089,0.34,Mixed positive,0 to 0.49
CRM-1469800,2022,2,2022-04-01,2022-04-18,5.0,3.0,Once a Week,3.0,2.0,I don't use it often,1090,0.0,Neutral,0 to 0.49
CRM-1494650,2022,2,2022-04-01,2022-06-21,9.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,1091,0.34,Mixed positive,0 to 0.49
CRM-703000,2022,2,2022-04-01,2022-06-23,8.0,4.0,Once a Month,4.0,4.0,I am able to report everything easily,1092,0.34,Mixed positive,0 to 0.49
CRM-1293150,2022,2,2022-04-01,2022-06-15,8.0,4.0,Once a Week,3.0,3.0,"I can pull all the numbers, but don't understand them",1093,0.0,Neutral,0 to 0.49
CRM-1293150,2022,2,2022-04-01,2022-06-20,7.0,5.0,Once a Week,4.0,4.0,I am able to report everything easily,1094,0.34,Mixed positive,0 to 0.49
CRM-1447700,2022,1,2022-01-01,2022-03-31,8.0,5.0,Once a Day,4.0,5.0,I need someone from Insider team to provide me the report from the panel,1095,0.0,Neutral,0 to 0.49
CRM-1447700,2022,2,2022-04-01,2022-06-13,10.0,5.0,Once a Day,5.0,4.0,I need someone from Insider team to provide me the report from the panel,1096,0.0,Neutral,0 to 0.49
CRM-1447700,2022,2,2022-04-01,2022-06-10,10.0,5.0,Once a Week,4.0,5.0,"I can pull all the numbers, but don't understand them",1097,0.0,Neutral,0 to 0.49
CRM-462250,2022,1,2022-01-01,2022-03-01,8.0,4.0,Once a Week,0.0,0.0,I am able to report everything easily,1098,0.34,Mixed positive,0 to 0.49
CRM-467000,2022,3,2022-07-01,2022-08-30,8.0,4.0,Once a Week,4.0,4.0,I am able to report everything easily,1099,0.34,Mixed positive,0 to 0.49
CRM-467000,2022,2,2022-04-01,2022-04-18,8.0,3.0,Once a Month,4.0,3.0,I need someone from Insider team to provide me the report from the panel,1100,0.0,Neutral,0 to 0.49
CRM-467000,2022,3,2022-07-01,2022-08-30,7.0,3.0,Once a Month,4.0,3.0,I need someone from Insider team to provide me the report from the panel,1101,0.0,Neutral,0 to 0.49
CRM-1446600,2022,2,2022-04-01,2022-05-11,8.0,4.0,Once a Day,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1102,0.0,Neutral,0 to 0.49
CRM-1446600,2022,2,2022-04-01,2022-06-20,7.0,4.0,Once a Week,4.0,3.0,I tried but could not find everything I need,1103,0.0,Neutral,0 to 0.49
CRM-1446600,2022,2,2022-04-01,2022-06-20,8.0,5.0,Once a Day,4.0,4.0,I am able to report everything easily,1104,0.34,Mixed positive,0 to 0.49
CRM-1446600,2022,1,2022-01-01,2022-02-01,8.0,5.0,Once a Day,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1105,0.0,Neutral,0 to 0.49
CRM-1446600,2022,2,2022-04-01,2022-05-12,8.0,4.0,Once a Day,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1106,0.0,Neutral,0 to 0.49
CRM-1501050,2022,1,2022-01-01,2022-03-21,6.0,3.0,Once a Week,1.0,1.0,"I can pull all the numbers, but don't understand them",1107,0.0,Neutral,0 to 0.49
CRM-1160900,2022,1,2022-01-01,2022-03-21,7.0,4.0,Once a Week,4.0,0.0,I don't use it often,1108,0.0,Neutral,0 to 0.49
CRM-768850,2022,3,2022-07-01,2022-08-31,8.0,5.0,Once a Week,4.0,5.0,I need someone from Insider team to provide me the report from the panel,1109,0.0,Neutral,0 to 0.49
CRM-768850,2022,1,2022-01-01,2022-03-31,8.0,5.0,Once a Week,5.0,5.0,I don't use it often,1110,0.0,Neutral,0 to 0.49
CRM-768850,2022,3,2022-07-01,2022-08-31,8.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,1111,0.34,Mixed positive,0 to 0.49
CRM-768850,2022,3,2022-07-01,2022-08-31,10.0,5.0,Once a Month,4.0,4.0,I don't use it often,1112,0.0,Neutral,0 to 0.49
CRM-1455250,2022,1,2022-01-01,2022-03-01,10.0,5.0,Once a Day,5.0,5.0,"I can pull all the numbers, but don't understand them",1113,0.0,Neutral,0 to 0.49
CRM-1455250,2022,2,2022-04-01,2022-04-18,10.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,1114,0.34,Mixed positive,0 to 0.49
CRM-1455250,2022,1,2022-01-01,2022-02-01,10.0,5.0,Once a Day,0.0,0.0,"I can pull all the numbers, but don't understand them",1115,0.0,Neutral,0 to 0.49
CRM-1455250,2022,2,2022-04-01,2022-06-10,10.0,5.0,Once a Day,5.0,5.0,I am able to report everything easily,1116,0.34,Mixed positive,0 to 0.49
CRM-1464200,2022,1,2022-01-01,2022-03-21,8.0,5.0,Once a Day,5.0,5.0,"I can pull all the numbers, but don't understand them",1117,0.0,Neutral,0 to 0.49
CRM-1464200,2022,3,2022-07-01,2022-09-27,8.0,4.0,Once a Week,4.0,4.0,I don't use it often,1118,0.0,Neutral,0 to 0.49
CRM-1464200,2022,3,2022-07-01,2022-09-26,7.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,1119,0.34,Mixed positive,0 to 0.49
CRM-1468300,2022,2,2022-04-01,2022-05-09,10.0,4.0,Once a Week,5.0,4.0,I need someone from Insider team to provide me the report from the panel,1120,0.0,Neutral,0 to 0.49
CRM-1468300,2022,2,2022-04-01,2022-05-16,10.0,5.0,Once a Day,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1121,0.0,Neutral,0 to 0.49
CRM-1468300,2022,3,2022-07-01,2022-09-20,10.0,5.0,Once a Month,5.0,4.0,I need someone from Insider team to provide me the report from the panel,1122,0.0,Neutral,0 to 0.49
CRM-606600,2022,3,2022-07-01,2022-09-13,8.0,4.0,Once a Day,4.0,4.0,"I can pull all the numbers, but don't understand them",1123,0.0,Neutral,0 to 0.49
CRM-158250,2022,1,2022-01-01,2022-02-01,9.0,5.0,Once a Day,5.0,4.0,I need someone from Insider team to provide me the report from the panel,1124,0.0,Neutral,0 to 0.49
CRM-158250,2022,2,2022-04-01,2022-06-03,9.0,5.0,Once a Day,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1125,0.0,Neutral,0 to 0.49
CRM-158250,2022,3,2022-07-01,2022-08-05,8.0,4.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1126,0.0,Neutral,0 to 0.49
CRM-1283250,2022,1,2022-01-01,2022-03-21,7.0,3.0,Once a Day,3.0,3.0,"I can pull all the numbers, but don't understand them",1127,0.0,Neutral,0 to 0.49
CRM-1283250,2022,3,2022-07-01,2022-09-27,7.0,4.0,Once a Day,4.0,3.0,"I can pull all the numbers, but don't understand them",1128,0.0,Neutral,0 to 0.49
CRM-1283250,2022,1,2022-01-01,2022-03-21,8.0,4.0,Once a Week,4.0,4.0,I need someone from Insider team to provide me the report from the panel,1129,0.0,Neutral,0 to 0.49
CRM-1283250,2022,1,2022-01-01,2022-03-21,9.0,5.0,Once a Day,4.0,3.0,I am able to report everything easily,1130,0.34,Mixed positive,0 to 0.49
CRM-1464100,2022,2,2022-04-01,2022-06-24,7.0,4.0,Once a Day,4.0,3.0,I tried but could not find everything I need,1131,0.0,Neutral,0 to 0.49
CRM-1464100,2022,3,2022-07-01,2022-09-27,7.0,4.0,Once a Day,4.0,4.0,I tried but could not find everything I need,1132,0.0,Neutral,0 to 0.49
CRM-1464100,2022,3,2022-07-01,2022-09-23,9.0,5.0,Once a Day,5.0,5.0,I don't use it often,1133,0.0,Neutral,0 to 0.49
CRM-1464100,2022,2,2022-04-01,2022-06-28,9.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,1134,0.34,Mixed positive,0 to 0.49
CRM-1500700,2022,1,2022-01-01,2022-03-28,9.0,5.0,Once a Week,5.0,5.0,I don't use it often,1135,0.0,Neutral,0 to 0.49
CRM-1500700,2022,2,2022-04-01,2022-06-10,10.0,5.0,Once a Month,5.0,5.0,I don't use it often,1136,0.0,Neutral,0 to 0.49
CRM-1500700,2022,3,2022-07-01,2022-09-19,10.0,5.0,Once a Month,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1137,0.0,Neutral,0 to 0.49
CRM-1500700,2022,2,2022-04-01,2022-06-06,9.0,5.0,Once a Week,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1138,0.0,Neutral,0 to 0.49
CRM-1500700,2022,3,2022-07-01,2022-07-05,10.0,4.0,Once a Month,4.0,4.0,I don't use it often,1139,0.0,Neutral,0 to 0.49
CRM-1482400,2022,3,2022-07-01,2022-09-29,8.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,1140,0.34,Mixed positive,0 to 0.49
CRM-793100,2022,1,2022-01-01,2022-02-01,8.0,5.0,Once a Week,4.0,0.0,I am able to report everything easily,1141,0.34,Mixed positive,0 to 0.49
CRM-793100,2022,2,2022-04-01,2022-06-20,9.0,5.0,Once a Week,4.0,5.0,I am able to report everything easily,1142,0.34,Mixed positive,0 to 0.49
CRM-1443200,2022,2,2022-04-01,2022-05-31,9.0,3.0,Once a Week,4.0,4.0,I tried but could not find everything I need,1143,0.0,Neutral,0 to 0.49
CRM-160000,2022,1,2022-01-01,2022-02-01,1.0,2.0,Once a Day,2.0,2.0,I am able to report everything easily,1144,0.34,Mixed positive,0 to 0.49
CRM-160000,2022,1,2022-01-01,2022-02-01,10.0,5.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1145,0.0,Neutral,0 to 0.49
CRM-160000,2022,3,2022-07-01,2022-09-09,9.0,4.0,Once a Month,4.0,4.0,I tried but could not find everything I need,1146,0.0,Neutral,0 to 0.49
CRM-160000,2022,1,2022-01-01,2022-02-01,9.0,5.0,Once a Day,4.0,3.0,I tried but could not find everything I need,1147,0.0,Neutral,0 to 0.49
CRM-160000,2022,3,2022-07-01,2022-07-01,10.0,5.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1148,0.0,Neutral,0 to 0.49
CRM-160000,2022,2,2022-04-01,2022-06-20,10.0,5.0,Once a Day,5.0,5.0,I need someone from Insider team to provide me the report from the panel,1149,0.0,Neutral,0 to 0.49
CRM-160000,2022,3,2022-07-01,2022-09-12,10.0,5.0,Once a Month,5.0,5.0,I tried but could not find everything I need,1150,0.0,Neutral,0 to 0.49
CRM-169100,2022,1,2022-01-01,2022-02-01,10.0,4.0,Once a Day,4.0,0.0,"I can pull all the numbers, but don't understand them",1151,0.0,Neutral,0 to 0.49
CRM-169100,2022,1,2022-01-01,2022-02-01,10.0,5.0,Once a Day,5.0,0.0,I need someone from Insider team to provide me the report from the panel,1152,0.0,Neutral,0 to 0.49
CRM-169100,2022,3,2022-07-01,2022-07-06,8.0,5.0,Once a Day,4.0,5.0,"I can pull all the numbers, but don't understand them",1153,0.0,Neutral,0 to 0.49
CRM-169100,2022,3,2022-07-01,2022-08-23,7.0,5.0,Once a Day,3.0,4.0,I need someone from Insider team to provide me the report from the panel,1154,0.0,Neutral,0 to 0.49
CRM-1435350,2022,1,2022-01-01,2022-03-31,8.0,4.0,Once a Day,4.0,4.0,I am able to report everything easily,1155,0.34,Mixed positive,0 to 0.49
